GTIN,Manufacturer Name,Brand,Volume,Volume Code,namePublicLong,namePublicShort,functionalName,typePackaging,useableUnits,ratioAlcohol,packagingInformationList,countryOfOriginList,kind,varietalDesignationList,productbenefits,vineyardRegion,vintage
00089419008166,,Miles Madeira,750.0,mL,Miles Madeira Finest Rich Madeira,"Miles Madeira, Finest Rich 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00089419044058,,August Kesseler,750.0,mL,August Kesseler Pinot Noir Rosé,"August Kesseler, Pinot Noir Rose Saignee, Qba Vdp Gutswein 2015, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Rheingau,2015.0
00631471002011,,La Vieille Ferme,250.0,mL,La Vieille Ferme Rosé,"La Vieille Ferme, Rosé, Cans 250 mL, 24 Cans Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,
00631471001977,,Chateau Miraval,750.0,mL,Château Miraval Côtes de Provence Blanc,"Studio By Miraval, Blanc 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,Provence,2022.0
00631471001700,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2021, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00631471001694,,Chateau de Beaucastel,3.0,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2021, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00089419678468,,Cossart Gordon,500.0,mL,Cossart Gordon Colheita Malmsey,"Cossart Gordon, Colheita Malmsey 2008, 500 mL, 12 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,,2008.0
00089419459562,,Tiano & Nareno,1.5,L,Tiano & Nareno Travesía 1908,"Tiano & Nareno, Travesia 1908 2015, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",,,Mendoza,2015.0
00089419623376,,Louis Michel,750.0,mL,Louis Michel & Fils Chablis Premier Cru Séchets,"Michel, Chablis, 1Er Cru Séchets 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,2022.0
00631471000673,,Breseyme,750.0,mL,Domaine de Bréseyme Brézème Côtes du Rhône,"Domaine De Breseyme, Côtes Du Rhône Rouge 2018, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Syrah,,,2018.0
00089419211153,,Chateau de Beaucastel,375.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Chateauneuf Du Pape, En Primeur Rouge 2015, 375 mL, 12 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2015.0
00089419248036,,Bernier,750.0,mL,Bernier Chenin Blanc,"Bernier, Chenin Blanc 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,,2022.0
00089419324877,,Stéphane Ogier,750.0,mL,Stéphane Ogier Côte-Rôtie Réserve,"Domaine Stéphane Ogier, Côte Rotie Réserve 2015, 750 mL, 6 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,,2015.0
00089419506457,,Domaine Weinbach,750.0,mL,Domaine Weinbach Gewurztraminer,"Weinbach, Gewurztraminer 2018, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Gewurztraminer,,Alsace,2018.0
00089419279580,,Lievland,750.0,mL,Lievland Vineyards Rose,"Lievland, Rose (Diam Cork) 2023, 750 Ml",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2023.0
00089419111163,,Champagne Salon,1.5,L,Champagne Salon Brut Blanc de Blancs Le Mesnil,"Champagne Salon, Brut Blanc De Blancs, Le Mesnil (Wood) 2013, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Champagne,2013.0
00089419075090,,Caparzo,750.0,mL,Caparzo Brunello di Montalcino,"Caparzo, Brunello Di Montalcino, Ac 2009, 750 mL, 12 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Sangiovese,,Tuscany,2009.0
00089419159158,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2017, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2017.0
00089419554625,,J. de Villebois,3.0,L,J. de Villebois Sancerre Les Monts Damnés,"J. De Villebois, Sancerre Blanc, Les Monts Damnés (Wood) 2020, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2020.0
08000861750122,,Kurtatsch,750.0,mL,Kurtatsch Müller Thurgau,"Kurtatsch, Alto Adige, Muller Thurgau Graun 2021, 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,Trentino-Alto Adige,2021.0
00631471001427,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2020, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2020.0
00089419392173,,The Chocolate Block,3.0,L,The Chocolate Block The Chocolate Block,"Boekenhoutskloof, Chocolate Block 2021, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00089419937527,,Champagne Salon,1.5,L,Champagne Salon Brut Blanc de Blancs Le Mesnil,"Champagne Salon, Brut Blanc De Blancs, Le Mesnil (Wood) 2012, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Champagne,2012.0
00089419223149,,Chateau de Beaucastel,750.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape Blanc Roussanne Vieilles Vignes,"Beaucastel, Chateauneuf Du Pape, Blanc Roussanne Vv 2014, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Roussanne,,,2014.0
00089419237122,,Chateau Miraval,750.0,mL,Château Miraval Coteaux Varois Blanc,"Miraval, Cotes De Provence White 2013, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,Provence,2013.0
00089419102048,,Three Bridges,750.0,mL,Three Bridges Cabernet Sauvignon,"Three Bridges, Cabernet Sauvignon, (Stelvin) 2017, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,South Australia,2017.0
00089419140224,,Francois Carillon,750.0,mL,François Carillon Chassagne-Montrachet Premier Cru Les Macherelles,"Carillon, Chassagne-Montrachet, 1Er Cru Macherelles 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2022.0
00089419636406,,Cossart Gordon,1.5,L,Cossart Gordon Malmsey,"Cossart Gordon, Malmsey 1995, 1.5 L, 3 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,1995.0
00089419417562,,Fred Loimer,750.0,mL,Loimer Extra Brut Reserve,"Weingut Loimer, Extra Brut Reserve Nv 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,,
00853616002438,,Paul Achs,750.0,mL,Paul Achs Zweigelt Alte Reben,"Weingut Paul Achs, Zweigelt Alte Reben 2021, 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Zweigelt,,Burgenland,2021.0
00631471001687,,Chateau de Beaucastel,375.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2021, 375 mL, 12 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00089419049725,,Stéphane Ogier,750.0,mL,Stéphane Ogier Côte-Rôtie Lieu-Dit La Viallière,"Domaine Stéphane Ogier, Côte Rotie, La Viallière 2016, 750 mL, 6 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Syrah,,,2016.0
00089419579444,,Miles Madeira,3.0,L,Miles Madeira Tinta Negra Vintage Madeira,"Miles Madeira, Tinta Negra Rich Vintage 2000, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,2000.0
00089419149807,,Stéphane Ogier,750.0,mL,Stéphane Ogier Côtes du Rhône Le Temps est Venu,"Domaine Stéphane Ogier, Le Temps Est Venu, Côtes Du Rhône Rosé 2021, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00089419324259,,Warre's,750.0,mL,"Warre's Vintage Port, Vinhas Velhas, 350th Anniversary Edition","Warres, Vinhas Velhas Vintage Port, 350Th Anniversay Edition 2020, 750 mL, 3 Each Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,,2020.0
00631471001359,,Chateau de Beaucastel,750.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2020, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2020.0
00737186293116,,Swartberg Wingerde,750.0,mL,Swartberg Wingerde Miracle Bush Red,"Swartberg Wingerde, Miracle Bush Red 2019, 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.3,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,,2019.0
00089419575149,,Calabria Family Selections,750.0,mL,Calabria Family Private Bin Moscato,"Calabria, Private Bin Moscato 750 mL, 12 Bottles Per Case",Wine,EACH,1,6.0,,USA,"Wine, champagne & sparkling wine",,,New South Wales,
00089419364194,,Domaine Weinbach,375.0,mL,Domaine Weinbach Riesling Grand Cru Schlossberg,"Weinbach, Riesling, Schlossberg Grand Cru 2019, 375 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Riesling,,Alsace,2019.0
00089419512533,,Tiano & Nareno,750.0,mL,Tiano & Nareno Travesía 1908,"Tiano & Nareno, Travesia 1908 2015, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",,,Mendoza,2015.0
00089419008180,,Miles Madeira,750.0,mL,Miles Madeira Finest Dry Madeira,"Miles Madeira, Finest Dry 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00089419447163,,Cossart Gordon,750.0,mL,Cossart Gordon Rainwater Medium Dry Madeira,"Cossart Gordon, Rainwater, Medium Dry 750 mL, 12 Bottles Per Case",Wine,EACH,1,18.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00089419277531,,Calabria Family Selections,750.0,mL,Calabria Family Grand Reserve Shiraz The Iconic,"Calabria, Iconic Grand Reserve, Barossa Valley Shiraz 2013, 750 mL, 3 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Shiraz,,South Australia,2013.0
00089419111118,,Champagne Salon,750.0,mL,Champagne Salon Brut Blanc de Blancs Le Mesnil,"Champagne Salon, Brut Blanc De Blancs, Le Mesnil (Wood) 2012, 750 mL, 3 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Champagne,2012.0
00089419003864,,Reyneke,750.0,mL,Reyneke Reserve Chenin Blanc Natural,"Reyneke, Reserve Natural Chenin Blanc 2016, 750 mL, 6 Bottles Per Case (Natural Cork)",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2016.0
00089419276138,,Alma Negra,750.0,mL,Alma Negra V Blend,"Alma Negra, V Blend 2013, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.6,,USA,"Wine, champagne & sparkling wine",,,Mendoza,2013.0
00089419109122,,Cossart Gordon,500.0,mL,Cossart Gordon Bual Colheita Madeira,"Cossart Gordon, Colheita Bual 2008, 500 mL, 6 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",Bual,,Madeira,2008.0
00089419111187,,Champagne Salon,1.5,L,Champagne Salon Brut Blanc de Blancs Le Mesnil,"Champagne Salon, Brut Blanc De Blancs, Collector S Edition 2008, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Champagne,2008.0
00089419830835,,Etienne Sauzet,750.0,mL,Etienne Sauzet Puligny-Montrachet Premier Cru Hameau de Blagny,"Sauzet, Puligny-Montrachet, 1Er Cru Hameau De Blagny 2020, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2020.0
00089419743173,,Bernier,750.0,mL,Bernier Mille et Une Etoiles Extra Brut,"Bernier, Mille Et Une Etoiles Sparkling 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,
00089419535853,,Bass Phillip,750.0,mL,Bass Phillip Bin 17k Pinot Noir,"Bass Phillip, Bin 17K Pinot Noir 2019, 750 mL, 6 Bottles Per Case",Wine,EACH,1,13.8,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,South Eastern Australia,2019.0
00631471000918,,Coudoulet de Beaucastel,750.0,mL,Famille Perrin Coudoulet de Beaucastel Côtes du Rhône,"Beaucastel, Coudoulet De Beaucastel, Rouge, En Primeur 2019, 750 mL, 12 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2019.0
00089419216158,,Chateau de Beaucastel,750.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape Blanc,"Beaucastel, Chateauneuf Du Pape, Blanc 2015, 750 mL, 6 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,,2015.0
00089419441185,,Thibault Liger-Belair,750.0,mL,Thibault Liger-Belair Chambolle Musigny Premier Cru Les Gruenchers,"Liger Belair, Chambolle-Musigny, 1Er Cru Gruenchers 2017, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,2017.0
00089419327007,,Warre's,750.0,mL,Warre's Fine White Port,"Warres, White Port 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Douro,
00089419983715,,Stéphane Ogier,750.0,mL,Stéphane Ogier Côte-Rôtie La Côte-Blonde,"Domaine Stephane Ogier, Côte Rotie La Côte Blonde 2016, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2016.0
00089419795738,,Stark Conde,750.0,mL,Stark-Condé Stellenbosch Syrah,"Stark Conde, Stellenbosch Petite Sirah 2016, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Syrah,,,2016.0
00089419008173,,Miles Madeira,750.0,mL,Miles Madeira Finest Medium Rich Madeira,"Miles Madeira, Finest Medium Rich 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00633135184101,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2018, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2018.0
00089419974508,,Chateau de Beaucastel,3.0,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge En Primeur 2017, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2017.0
00089419760163,,Cossart Gordon,375.0,mL,Cossart Gordon Bual Vintage Madeira,"Cossart Gordon, Bual 1962, 375 mL, 12 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",Bual,,Madeira,1962.0
00089419641844,,Hecht & Bannier,1.5,L,Hecht & Bannier H&B Coteaux d’Aix-en-Provence Organic Rosé,"Hecht & Bannier, Coteaux D Aix En Provence Aoc, Organic Rosé 2023, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",,,Provence,2023.0
00089419116267,,Vincent Girardin,750.0,mL,Vincent Girardin Meursault Les Narvaux,"Vincent Girardin, Meursault, 1Er Cru Blagny 2016, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2016.0
00089419214093,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Châteauneuf-Du-Pape, Rouge 2009, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2009.0
00089419003031,,Warre's,750.0,mL,Warre's Warrior Reserve Ruby Port,"Warres, Warrior 750 mL, 12 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,Douro,
00089419306002,,Warre's,375.0,mL,Warre's Vintage Port,"Warres, Vintage Port (Wood), 2000, 375 mL, 12 Bottles Per Case",Wine,EACH,1,20.0,,USA,"Wine, champagne & sparkling wine",,,Douro,2000.0
00089419008210,,Miles Madeira,750.0,mL,Miles Madeira 5-Year-Old Medium Rich Madeira,"Miles Madeira, 5 Year Old Medium Rich 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00089419053111,,August Kesseler,750.0,mL,August Kesseler Junge Reben Rheingau Riesling,"August Kesseler, Junge Reben Riesling Qba Dry, Vdp Gutswein 2015, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Riesling,,Rheingau,2015.0
00089419560466,,Uspallata,750.0,mL,Estancia Uspallata Sparkling White,"Uspallata, Sparkling White 750 mL, 3 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Mendoza,
00089419746709,,Michel Briday,750.0,mL,Domaine Michel Briday Crémant de Bourgogne Rosé,"Briday, Crémant De Bourgogne, Rosé 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,
00089419562828,,Domaine Ponsot,1.5,L,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes,"Ponsot, Clos De La Roche, Cuvée Vieilles Vignes 2021, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,2021.0
00089419212150,,Chateau de Beaucastel,750.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Chateauneuf Du Pape, En Primeur Rouge 2015, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2015.0
00089419525281,,Thierry & Pascale Matrot,750.0,mL,Domaine Matrot Puligny-Montrachet Premier Cru Les Chalumeaux,"Matrot, Puligny Montrachet, 1Er Cru Les Chalumeaux 2016, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2016.0
00089419003000,,Warre's,750.0,mL,Warre's Heritage Ruby Port,"Warres, Heritage Ruby 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Douro,
00089419193138,,Massolino,3.0,L,Massolino Barolo Vigna Rionda Riserva Dieci X Anni,"Massolino, Barolo Docg Vigna Rionda Riserva Dieci X Anni 2004, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Nebbiolo,,Piedmont,2004.0
00089419243642,,Fred Loimer,750.0,mL,Loimer Extra Brut Rosé Reserve,"Weingut Loimer, Extra Brut Rosé Reserve Nv 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,,
03760189782193,,J. de Villebois,750.0,mL,J. de Villebois Pouilly-Fumé Les Silex Blancs,"J. De Villebois, Pouilly-Fumé, Les Silex Blancs 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2022.0
00089419036985,,Ingrid Groiss,750.0,mL,Ingrid Groiss Riesling Braitenpuechtorff,"Weingut Ingrid Groiss, Gruner Veltliner Braitenpeuchtorff 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Riesling,,,2022.0
00089419166057,,Massolino,1.5,L,Massolino Barolo Vigna Rionda Riserva Dieci X Anni,"Massolino, Barolo Docg Vigna Rionda Riserva Dieci X Anni 2006, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Nebbiolo,,Piedmont,2006.0
00089419008227,,Miles Madeira,750.0,mL,Miles Madeira 10-Year-Old Dry Madeira,"Miles Madeira, 10 Year Old Dry 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,
00089419359763,,Domaine Weinbach,375.0,mL,Domaine Weinbach Riesling Grand Cru Schlossberg Cuvée Ste. Catherine,"Weinbach, Riesling, Schlossberg Grand Cru Cuvee Ste. Catherine 2017, 375 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Riesling,,Alsace,2017.0
00089419559668,,Miguel Torres Chile,750.0,mL,Miguel Torres Chile Estelado Brut Rosé País,"Miguel Torres Chile, Cordillera Sparkling Pinot Noir Blanc De Noirs 2018, 750 mL, 12 Bottles Per Ca",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,Maule Valley,2018.0
00631471000932,,Chateau de Beaucastel,750.0,mL,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape Blanc,"Beaucastel, Châteauneuf-Du-Pape, Blanc En Primeur 2020, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,,,2020.0
00089419686692,,Thierry & Pascale Matrot,750.0,mL,Domaine Matrot Meursault Rouge,"Matrot, Meursault, Rouge 2015, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,2015.0
03760189782384,,J. de Villebois,375.0,mL,J. de Villebois Sauvignon Blanc,"J. De Villebois, Sauvignon Blanc, Vin De France 2022, 375 mL, 24 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2022.0
00089419215168,,Chateau de Beaucastel,3.0,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Chateauneuf Du Pape, En Primeur Rouge 2016, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2016.0
00089419214130,,Chateau de Beaucastel,1.5,L,Famille Perrin Château de Beaucastel Châteauneuf-du-Pape,"Beaucastel, Chateauneuf Du Pape, En Primeur Rouge 2013, 1.5 L, 6 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",,,,2013.0
00089419358070,,Champagne Salon,1.5,L,Champagne Salon Brut Blanc de Blancs Le Mesnil,"Champagne Salon, Brut Blanc De Blancs, Le Mesnil (Wood) 2007, 1.5 L, 1 Bottles Per Case",Wine,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Champagne,2007.0
00089419103120,,Three Bridges,750.0,mL,Three Bridges Durif,"Three Bridges, Durif (Petit Sirah), Stelvin 2014, 750 mL, 6 Bottles Per Case",Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Petite Sirah,,New South Wales,2014.0
00089419870640,,Miguel Torres Chile,750.0,mL,Miguel Torres Chile La Causa País,"La Causa, Pais 2022, 750 mL, 6 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2022.0
00089419085488,,Miles Madeira,3.0,L,Miles Madeira Tinta Negra Vintage Madeira,"Miles Madeira, Tinta Negra Rich Vintage 1999, 3.0 L, 1 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",,,Madeira,1999.0
00089419735604,,Cossart Gordon,750.0,mL,Cossart Gordon Bual 5-Year-Old Madeira,"Cossart Gordon, Bual, 5 Year Old Medium Rich 750 mL, 12 Bottles Per Case",Wine,EACH,1,19.0,,USA,"Wine, champagne & sparkling wine",Bual,,Madeira,
00631471002264,,Leos,375.0,mL,"Domaine de Leos LEOS, Cuvée Augusta","Leos, Rosé, Cuvée Augusta 2023, 375 mL, 24 Bottles Per Case",Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2023.0
03760189782230,,J. de Villebois,750.0,mL,J. de Villebois Sancerre Griottes,"J. De Villebois, Sancerre Blanc, Les Griottes 2022, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2022.0
00089419622966,,Fred Loimer,750.0,mL,Loimer Gluegglich Red,"Weingut Loimer, Gluegglich, Rot Nv 750 mL, 12 Bottles Per Case",Wine,EACH,1,11.5,,USA,"Wine, champagne & sparkling wine",,,Kamptal,
00089419732177,,Caparzo,375.0,mL,Caparzo Moscadello di Montalcino,"Caparzo, Moscadello Di Montalcino 2009, 375 mL, 6 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",,,Tuscany,2009.0
00089419076097,,Caparzo,375.0,mL,Caparzo Brunello di Montalcino,"Caparzo, Brunello Di Montalcino, Ac 2018, 375 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Sangiovese,,Tuscany,2018.0
00089419643121,,Vincent Girardin,750.0,mL,Vincent Girardin Meursault Les Vieilles Vignes,"Vincent Girardin, Meursault, Vieilles Vignes 2017, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2017.0
00089419853155,,Coudoulet de Beaucastel,750.0,mL,Famille Perrin Coudoulet de Beaucastel Côtes du Rhône Blanc,"Beaucastel, Coudoulet De Beaucastel, Blanc 2017, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,,2017.0
