GTIN,Manufacturer Name,Brand,Volume,Volume Code,Name Public Long,Name Public Short,Functional Name,Packaging Type Code,Useable Units,Ratio Alcohol,Packaging Information,Country of Origin,Alcohol Kind
00089000001118,Diageo North America Inc.,Johnnie Walker,50.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 50 mL",JW Black Label,,PACK,12,40.0,,USA,Whisky & Bourbon
00088110011192,Diageo North America Inc.,Johnnie Walker,375.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 375 mL",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076185142,Diageo North America Inc.,Johnnie Walker,850.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 750 mL Bottle with One Johnnie Walker Gold Label Reserve Blended Scotch Whisky 50 mL Bottle and One Johnnie Walker Double Black Label Blended Scotch Whisky 50 mL Bottle",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000005957,Diageo North America Inc.,Johnnie Walker,50.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 50 mL",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076163171,Diageo North America Inc.,Johnnie Walker,1.75,L,"Johnnie Walker Black Label Blended Scotch Whisky, 1.75 L",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076185777,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 750 mL Bottle with Two Branded Highball Glasses",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088110011307,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 750 mL",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088110011130,Diageo North America Inc.,Johnnie Walker,200.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 200 mL",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076185944,Diageo North America Inc.,Johnnie Walker,850.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky Gift Pack, Includes one 750mL Johnnie Walker Black Label, one 50mL Johnnie Walker Gold Label Reserve, one 50mL Johnnie Walker Double Black Label",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076185937,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Black Label Blended Scotch Whisky, 750 mL Bottle with Two Branded Highball Glasses",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088110011406,Diageo North America Inc.,Johnnie Walker,1.0,L,"Johnnie Walker Black Label Blended Scotch Whisky, 1 L",JW Black Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00080432401255,Pernod Ricard,Seagrams Gin,1.0,L,"Seagram's Extra Dry Gin 1L, 80 Proof","If you don’t have a go-to gin, now you do. Smooth and mellow since 1939, Seagram’s Extra Dry Gin is fit for all of your everyday occasions.  The award-winning recipe is versatile enough for your favorite mixers yet complex enough for the gin connoisseur.",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00080432586174,Pernod Ricard,Redbreast,750.0,mL,"Redbreast 12 Year Old Single Pot Still Irish Whiskey, 750 mL Bottle, 40% ABV","Our signature bottling, Redbreast 12 boasts the flavor complexity and distinctive qualities of Pot Still whiskey. Matured in a combination of bourbon and sherry casks, the distinctive Redbreast sherry style is a joy to behold in each and every bottle.",,EACH,1,40.0,,USA,Whisky & Bourbon
00080432401200,Pernod Ricard,Seagrams Gin,100.0,mL,"Seagram's Extra Dry Gin 100mL, 80 Proof","If you don’t have a go-to gin, now you do. Smooth and mellow since 1939, Seagram’s Extra Dry Gin is fit for all of your everyday occasions.  The award-winning recipe is versatile enough for your favorite mixers yet complex enough for the gin connoisseur.",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00080432107362,Pernod Ricard,Redbreast,750.0,mL,"Redbreast 12 Year Old Cask Strength Single Pot Still Irish Whiskey, 750 mL Bottle, 55.8% ABV","This cask strength expression gives a glimpse of Redbreast 12 Irish Single Pot Still Whiskey in its rich, full flavored taste.",,EACH,1,58.1,,USA,Whisky & Bourbon
00080432117798,Pernod Ricard,Glenlivet Rts,375.0,mL,"The Glenlivet Twist & Mix Old Fashioned Scotch Whisky Cocktail, 375 mL Bottle, 40% ABV","The Glenlivet Twist & Mix Old Fashioned creates high quality cocktails that can be freshly mixed in the moment. Just simply twist the cap to release the cocktail flavoring, watch it mix as it infuses into The Glenlivet Single Malt Scotch Whisky base liquid, then pour over ice to share and enjoy.",,EACH,1,39.51,,USA,Whisky & Bourbon
00088004146689,Sazerac Company Inc.,Fireball,1.75,L,"Fireball Cinnamon Whiskey, 750ml Bottle, 66 Proof",Fball Wky 750ml 66Pf,Whiskey-Other,EACH,1,33.0,,USA,Spirits
00088004144678,Sazerac Company Inc.,Fireball,1.0,L,"Fireball Cinnamon Whiskey, 1L Plastic Bottle, 66 Proof",Fball Wky 1l 66Pf,Liqueur,EACH,1,33.0,,USA,Spirits
00088004144739,Sazerac Company Inc.,Fireball,200.0,mL,"Fireball Cinnamon Whiskey, 200ml Plastic Bottle, 66 Proof",Fball Hot Cinn Blnd Wky 200ml 66Pf,Liqueur,EACH,1,33.0,,USA,Spirits
00088004047474,Sazerac Company Inc.,Fireball,1.75,L,"Fireball Cinnamon Whiskey Firekeg, 5.25L, 66 Proof",Fball Wky Firekeg 3 Pack 1.75l 66Pf,Whiskey-Other,EACH,1,33.0,,USA,Spirits
00080660776163,Sazerac Company Inc.,Caravella,750.0,mL,"Caravella Orangecello Orange Liqueur, 750ml, 56 Proof",Caravella Orngclo Lqr 750ml 56Pf,Liqueur,EACH,1,28.0,,USA,Ports and liqueurs
00088004030711,Sazerac Company Inc.,1792,750.0,mL,"1792 Aged Twelve Years Kentucky Straight Bourbon Whiskey, 750ml Bottle, 96.6 Proof",1792 12 Yrs KSB Wky 750ml 96.6Pf,Whiskey-American,EACH,1,48.3,,USA,Spirits
00088004012748,Sazerac Company Inc.,Platinum,750.0,mL,"Platinum 7X Vodka, 750ml Bottle of Vodka, 80 Proof",Pltnm 7X Vdka 750ml 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00089000016914,Sazerac Company Inc.,Mr. Boston,1.75,L,Mr. Boston Holiday Nog 1.75l 30 Proof,Mr B Holiday Nog 1.75l 30Pf,Cocktails,EACH,1,15.0,,USA,Ports and liqueurs
00080244002121,Sazerac Company Inc.,Ancient Age,1.0,L,Ancient Age Kentucky Straight Bourbon Whiskey 1l 80 Proof,Act Ag KY Srt Brbn Wky 1l 80Pf,Whiskey-American,EACH,1,40.0,,USA,Spirits
00089000991013,Sazerac Company Inc.,99 Brand,750.0,mL,99 Watermelon Liqueur 750ml 99 Proof,99 Wtm Lqr 750ml 99Pf,Liqueur,EACH,1,49.5,,USA,Ports and liqueurs
00080660010328,Sazerac Company Inc.,Hartley's,100.0,mL,Hartley Peach Brandy 100ml Plastic Bottle 54 Proof,Hartley Pch Brndy 100ml PlBt 54Pf,Brandy-Grape,EACH,1,27.0,,USA,Spirits
00080660230719,Sazerac Company Inc.,Barton,1.75,L,Barton Blended Whiskey 1.75l 80 Proof,Barton Blended Wky 1.75l 80Pf,Whiskey-American,EACH,1,40.0,,USA,Spirits
00082928223372,Sazerac Company Inc.,Canadian Ltd,200.0,mL,Canadian LTD Canadian Whisky 200ml Plastic Bottle 80 Proof,Canadian LTD CndWky 200ml PlBt 80Pf,Whisky-Canadian,EACH,1,40.0,,USA,Spirits
00080660575889,Sazerac Company Inc.,Montezuma,200.0,mL,Montezuma Aztec Gold Tequila 200ml 80 Proof,Mza Az Gold Tqa 200ml 80Pf,Tequila & Agave Spirits,EACH,1,40.0,,USA,Spirits
00088004022754,Sazerac Company Inc.,Platinum,1.0,L,Platinum 7X Vodka 1l 80 Proof,Pltnm 7X Vdka 1l 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00080660472638,Sazerac Company Inc.,Barton,1.0,L,Barton Vodka 1l 80 Proof,Barton Vdka 1l 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00088004029296,Sazerac Company Inc.,Fireball,50.0,mL,Fireball Cinnamon Whiskey Party Bucket 20 Pack 50ml 66 Proof,Fball Cinnmn Wky PBt 20Pk 50ml 66Pf,Whiskey-Other,PACK,20,33.0,,USA,Spirits
00080244002114,Sazerac Company Inc.,Ancient Age,1.75,L,Ancient Age Kentucky Straight Bourbon Whiskey 1.75l Plastic Bottle 80 Proof,Act Ag KY St Brn 1.75l Ptc Btl 80Pf,Whiskey-American,EACH,1,40.0,,USA,Spirits
00080660472614,Sazerac Company Inc.,Barton,1.75,L,Barton Vodka 1.75 L Bottle of Vodka 80 Proof,Barton Prem Vka 1.75l 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00088004019679,Sazerac Company Inc.,Rich & Rare,50.0,mL,Rich & Rare Caramel Whisky 50ml 70 Proof,R&R Caramel Wky 50ml 70Pf,Whiskey-Other,EACH,1,35.0,,USA,Spirits
00088076183834,Diageo North America Inc.,Tanqueray,1.0,L,Tanqueray Sevilla Orange (Distilled Gin with Natural Flavors and Certified Colors) 1 L,Tanqueray Flor De Sevilla Gin,,EACH,1,41.3,,USA,"Vodka, gin, tequila"
00088076184626,Diageo North America Inc.,Tanqueray,750.0,mL,Tanqueray Sevilla Orange (Distilled Gin with Natural Flavors and Certified Colors) 750 mL,Tanqueray Flor De Sevilla Gin,,EACH,1,41.3,,USA,"Vodka, gin, tequila"
00088076189393,Diageo North America Inc.,Talisker,700.0,mL,"Talisker 30 Year Old Single Malt Scotch Whisky Bottled 2023, 700 mL",Talisker 30YO,,EACH,1,49.5,,USA,Whisky & Bourbon
00087000007321,Diageo North America Inc.,Seagram's,1.0,L,"Seagram's 7 Crown American Blended Whiskey, 1 L",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00857932007009,Diageo North America Inc.,Mr Black,750.0,mL,"Mr Black Cold Brew Coffee Liqueur (Made with Vodka), 750 mL",Mr Black Cold Brew Coffee Liqueur,,EACH,1,25.0,,USA,Ports and liqueurs
00086003267107,Constellation Brands,High West,25.36,fl. oz,"High West Old Fashioned Barrel Finished Whiskey Premixed Cocktail, 750 mL Bottle, 86 Proof",High West Old Fashioned Barrel Finished Whiskey Premixed Cocktail,Whiskey,EACH,1,43.0,,USA,Whisky & Bourbon
00086003267091,Constellation Brands,High West,12.68,fl. oz,"High West Old Fashioned Barrel Finished Whiskey Premixed Cocktail, 375 mL Bottle, 86 Proof",High West Old Fashioned Barrel Finished Whiskey Premixed Cocktail,Whiskey,EACH,1,43.0,,USA,Whisky & Bourbon
00087000007659,Diageo North America Inc.,Seagram's,375.0,mL,"Seagram's 7 Crown American Blended Whiskey, 375 mL",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00087000700703,Diageo North America Inc.,Seagram's,1.75,L,"Seagram's 7 Crown American Blended Whiskey, 1.75 L",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00087000007352,Diageo North America Inc.,Seagram's,200.0,mL,"Seagram's 7 Crown American Blended Whiskey, 200 mL",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00085156007509,Diageo North America Inc.,Ketel One,750.0,mL,"Ketel One Citroen Flavored Vodka, 750 mL",Ketel One Citroen Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088110100056,Diageo North America Inc.,Dalwhinnie,750.0,mL,"Dalwhinnie 15 Year Old Single Malt Scotch Whisky, 750 mL",Dalwhinnie 15YO,,EACH,1,43.0,,USA,Whisky & Bourbon
00088076184886,Diageo North America Inc.,Ciroc,750.0,mL,"CIROC Ultra-Premium Vodka, 750 mL Bottle with Two CIROC Glasses",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076186033,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, 750 mL Bottle with Two Crystal Glasses",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076182073,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Miami, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076182684,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Washington D.C., 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00085156017508,Diageo North America Inc.,Ketel One,1.75,L,"Ketel One Citroen Flavored Vodka, 1.75 L",Ketel One Citroen Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00085156675005,Diageo North America Inc.,Ketel One,750.0,mL,"Ketel One Botanical Peach & Orange Blossom Vodka Distilled With Real Botanicals And Infused With Natural Flavors, 750 mL",Ketel One Botanical Peach;Orange Blossom,,EACH,1,30.0,,USA,"Vodka, gin, tequila"
00082000796053,Diageo North America Inc.,I.W. Harper,750.0,mL,"I.W. Harper Cabernet Cask Reserve, 750 mL",I.W. Harper Cabernet Cask Reserve,,EACH,1,45.0,,USA,Whisky & Bourbon
00087000007338,Diageo North America Inc.,Seagram's,750.0,mL,"Seagram's 7 Crown American Blended Whiskey, 750 mL Glass Bottle",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000001119,Diageo North America Inc.,Smirnoff,375.0,mL,"Smirnoff Green Apple (Vodka Infused With Natural Flavors), 375 mL PET Flask",Smirnoff Green Apple Vodka,,EACH,1,35.0,,USA,"Vodka, gin, tequila"
00088076006218,Diageo North America Inc.,George Dickel,1.75,L,"George Dickel Signature Recipe Tennessee Whisky, 1.75 L",George Dickel Signature,,EACH,1,45.0,,USA,Whisky & Bourbon
00088110070052,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000768999,Diageo North America Inc.,I.W. Harper,750.0,mL,"I.W. Harper 15 Year Old Kentucky Straight Bourbon Whiskey, 750 mL",I.W. Harper 15 YO,,EACH,1,43.0,,USA,Whisky & Bourbon
00087000003385,Diageo North America Inc.,Seagram's,750.0,mL,"Seagram's 7 Crown American Blended Whiskey, 750 mL PET Bottle",Seagram's 7 Crown,,EACH,1,40.0,,USA,Whisky & Bourbon
00085156010004,Diageo North America Inc.,Ketel One,1.0,L,"Ketel One Citroen Flavored Vodka, 1 L",Ketel One Citroen Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076187924,Diageo North America Inc.,Ciroc,750.0,mL,"CIROC Ultra-Premium Vodka, 750 mL Bottle with a Branded Glass",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076188389,Diageo North America Inc.,Talisker,700.0,mL,"Talisker 30 Year Old Single Malt Scotch Whisky, 700 mL",Talisker 30YO,,EACH,1,49.6,,USA,Whisky & Bourbon
00085156610006,Diageo North America Inc.,Ketel One,1.0,L,"Ketel One Botanical Peach & Orange Blossom Vodka Distilled With Real Botanicals And Infused With Natural Flavors, 1 L",Ketel One Botanical Peach;Orange Blossom,,EACH,1,30.0,,USA,"Vodka, gin, tequila"
00082000001539,Diageo North America Inc.,Ciroc,50.0,mL,"CIROC Ultra-Premium Vodka, 50 mL",Ciroc Vodka,,EACH,15,40.0,,USA,"Vodka, gin, tequila"
00088076161863,Diageo North America Inc.,Ciroc,750.0,mL,"CIROC Ultra-Premium Vodka, 750 mL",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076187412,Diageo North America Inc.,Ciroc,750.0,mL,"CIROC Celebration Collection, Ultra-Premium Vodka, 750 mL Bottle with one 50 mL CIROC Summer Watermelon, and one 50 mL CIROC Peach",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00674545000599,Diageo North America Inc.,Don Julio,375.0,mL,"Don Julio Blanco Tequila, 375 mL",Don Julio Blanco,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088110111052,Diageo North America Inc.,Tanqueray,750.0,mL,"Tanqueray Sterling Vodka, 750 mL",Tanqueray Sterling Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076161870,Diageo North America Inc.,Ciroc,1.0,L,"CIROC Ultra-Premium Vodka, 1 L",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076162655,Diageo North America Inc.,Ciroc,375.0,mL,"CIROC Ultra-Premium Vodka, 375 mL",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076185906,Diageo North America Inc.,Talisker,750.0,mL,"Talisker 30 Year Old Single Malt Scotch Whisky, 750 mL",Talisker 30YO,,EACH,1,48.5,,USA,Whisky & Bourbon
00088076185784,Diageo North America Inc.,Ciroc,750.0,mL,"CIROC Celebration Collection, Ultra-Premium Vodka 750 mL Bottle with Three 50 mL CIROC flavors",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00088076162648,Diageo North America Inc.,Ciroc,1.75,L,"CIROC Ultra-Premium Vodka, 1.75 L",Ciroc Vodka,,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00085156650002,Diageo North America Inc.,Ketel One,50.0,mL,"Ketel One Botanical Peach & Orange Blossom Vodka Distilled With Real Botanicals And Infused With Natural Flavors, 50 mL",Ketel One Botanical Peach;Orange Blossom,,PACK,12,30.0,,USA,"Vodka, gin, tequila"
00088076167896,Diageo North America Inc.,Johnnie Walker,1.75,L,"Johnnie Walker Blue Label Blended Scotch Whisky, 1.75 L",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076188938,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Year of the Wood Dragon Lunar New Year Limited Edition Blended Scotch Whisky, 750ml",JW Blue Label,,EACH,1,46.0,,USA,Whisky & Bourbon
00088076186071,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Limited Edition Year of the Tiger, 750 mL",JW Blue Label,,EACH,1,46.0,,USA,Whisky & Bourbon
00082000006114,Diageo North America Inc.,Johnnie Walker,50.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, 50 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076184152,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, California, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076187863,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Limited Edition Lunar New Year Blended Scotch Whisky, 2022 Year of the Rabbit, 750 mL",JW Blue Label,,EACH,1,46.0,,USA,Whisky & Bourbon
00088076184145,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, New York, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076161597,Diageo North America Inc.,Johnnie Walker,200.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, 200 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076188099,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Texas, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076182677,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Chicago, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00088076183131,Diageo North America Inc.,Johnnie Walker,750.0,mL,"Johnnie Walker Blue Label Blended Scotch Whisky, Las Vegas, 750 mL",JW Blue Label,,EACH,1,40.0,,USA,Whisky & Bourbon
00085156875009,Diageo North America Inc.,Ketel One,750.0,mL,"Ketel One Botanical Cucumber & Mint Vodka Distilled With Real Botanicals And Infused With Natural Flavors, 750 mL",Ketel One Botanical Cucumber ; Mint,,EACH,1,30.0,,USA,"Vodka, gin, tequila"
00818844028254,Proximo Spirits Inc,Great Jones™,750.0,mL,Great Jones™ Jean-Michel Basquiat Empire American Whiskey 86 Proof - 750 ml,Great Jones™ Jean-Michel Basquiat Empire American Whiskey 86 Proof - 750 ml,,EACH,1,43.0,,USA,Whisky & Bourbon
00081240044818,Constellation Brands,Casa Noble,25.36,fl. oz,"Casa Noble Reposado Tequila, 750 mL Bottle, 80 Proof",Casa Noble Reposado Tequila,Tequila,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00617768122174,Constellation Brands,SVEDKA,59.17,fl. oz,"SVEDKA Limited Edition Clementine Flavored Vodka, 1.75 L Bottle, 70 Proof",SVEDKA Limited Edition Clementine Flavored Vodka,Vodka,EACH,1,35.0,,USA,"Vodka, gin, tequila"
00082000773146,Diageo North America Inc.,Captain Morgan,1.0,L,"Captain Morgan Coconut Rum, 1 L",Captain Morgan Caribbean Coconut,,EACH,1,35.0,,USA,Rum
00087000700604,Diageo North America Inc.,Crown Royal,1.75,L,"Crown Royal Fine De Luxe Blended Canadian Whisky, 1.75 L",Crown Royal Canadian Whisky,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000776604,Diageo North America Inc.,Crown Royal,1.0,L,"Crown Royal Vanilla Flavored Whisky, 1 L",Crown Royal Vanilla,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000004929,Diageo North America Inc.,Captain Morgan,750.0,mL,"Captain Morgan Pineapple Rum, 750 mL",Captain Morgan Caribbean Pineapple,,EACH,1,35.0,,USA,Rum
00619947000013,"Fifth Generation, Inc.",Tito's Handmade Vodka,1.0,L,"Tito's Handmade Vodka, 1L","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000020,Fifth Generation Inc.,Tito's Handmade Vodka,750.0,mL,"Tito's Handmade Vodka, 750mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000051,Fifth Generation Inc,Tito's Handmade Vodka,375.0,mL,"Tito's Handmade Vodka, 375mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000457,Fifth Generation Inc.,Tito's Handmade Vodka,200.0,mL,"Tito's Handmade Vodka, 4 pack of 50 mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000082,Fifth Generation Inc.,Tito's Handmade Vodka,600.0,mL,"Tito's Handmade Vodka, 12 pack of 50 mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000068,Fifth Generation Inc.,Tito's Handmade Vodka,50.0,mL,"Tito's Handmade Vodka, 50mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000044,Fifth Generation Inc.,Tito's Handmade Vodka,200.0,mL,"Tito's Handmade Vodka, 200mL","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00619947000037,Fifth Generation Inc.,Tito's Handmade Vodka,1.75,L,"Tito's Handmade Vodka, 1.75L","Vodka, Gluten-Free",,EACH,1,40.0,,USA,"Vodka, gin, tequila"
00087000007253,Diageo North America Inc.,Crown Royal,750.0,mL,"Crown Royal Fine De Luxe Blended Canadian Whisky, 750 mL",Crown Royal Canadian Whisky,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000773382,Diageo North America Inc.,Crown Royal,1.0,L,"Crown Royal Northern Harvest Rye Blended Canadian Whisky, 1 L",Crown Royal Northern Harvest Rye,,EACH,1,45.0,,USA,Whisky & Bourbon
00082000771555,Diageo North America Inc.,Crown Royal,375.0,mL,"Crown Royal Regal Apple Flavored Whisky, 375 mL",Crown Royal Regal Apple,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000771562,Diageo North America Inc.,Crown Royal,750.0,mL,"Crown Royal Regal Apple Flavored Whisky, 750 mL",Crown Royal Regal Apple,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000776598,Diageo North America Inc.,Crown Royal,750.0,mL,"Crown Royal Vanilla Flavored Whisky, 750 mL",Crown Royal Vanilla,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000771586,Diageo North America Inc.,Crown Royal,1.0,L,"Crown Royal Regal Apple Flavored Whisky, 1 L",Crown Royal Regal Apple,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000795391,Diageo North America Inc.,Crown Royal,375.0,mL,"Crown Royal Peach Flavored Whisky, 375 mL",Crown Royal Peach,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000795360,Diageo North America Inc.,Crown Royal,1.75,L,"Crown Royal Peach Flavored Whisky, 1.75 L",Crown Royal Peach,,EACH,1,35.0,,USA,Whisky & Bourbon
00087000007604,Diageo North America Inc.,Crown Royal,375.0,mL,"Crown Royal Fine De Luxe Blended Canadian Whisky, 375 mL Glass Bottle",Crown Royal Canadian Whisky,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000771593,Diageo North America Inc.,Crown Royal,1.75,L,"Crown Royal Regal Apple Flavored Whisky, 1.75 L",Crown Royal Regal Apple,,EACH,1,35.0,,USA,Whisky & Bourbon
00082000750451,Diageo North America Inc.,Crown Royal,1.75,L,"Crown Royal Black Blended Canadian Whisky, 1.75 L",Crown Royal Black,,EACH,1,45.0,,USA,Whisky & Bourbon
00087000007246,Diageo North America Inc.,Crown Royal,1.0,L,"Crown Royal Fine De Luxe Canadian Whisky, 1 L",Crown Royal Canadian Whisky,,EACH,1,40.0,,USA,Whisky & Bourbon
00082000776581,Diageo North America Inc.,Crown Royal,375.0,mL,"Crown Royal Vanilla Flavored Whisky, 375 mL",Crown Royal Vanilla,,EACH,1,35.0,,USA,Whisky & Bourbon
00088004052850,Sazerac Company Inc.,Southern Comfort,50.0,mL,Southern Comfort Spirit Whiskey 10 Pack 50ml 100 Proof,SoCo SptWky 10Pk 50ml PlBt 100Pf,Liqueur,PACK,10,50.0,,USA,Ports and liqueurs
00082928214318,Sazerac Company Inc.,Fleischmann's,1.75,L,Fleischmann's Vodka 1.75 Bottle of Vodka 80 Proof,Flchmn Royal Vdka 1.75l 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00088004025168,Sazerac Company Inc.,Ten High,100.0,mL,Ten High Bourbon Whiskey 100ml Plastic Bottle 80 Proof,10 High Brn Wky 100ml PlBt 80Pf,Whiskey-American,EACH,1,40.0,,USA,Spirits
00088004038427,Sazerac Company Inc.,Popov,100.0,mL,Popov Vodka 100ml 42 Proof,Popov Vdka 100ml 42Pf,Vodka,EACH,1,21.0,,USA,Spirits
00080660411316,Sazerac Company Inc.,Barton,1.75,L,Barton London Extra Dry Gin 1.75l 80 Proof,Barton Lndn Ex Dry Gin 1.75l 80Pf,Gin,EACH,1,40.0,,USA,Spirits
00085676101176,Sazerac Company Inc.,Skol,1.75,L,Skol Vodka 1.75 L Bottle of Vodka 80 Proof,Skol Vka 1.75l 80Pf,Vodka,EACH,1,40.0,,USA,Spirits
00089000246373,Sazerac Company Inc.,Kentucky Gentleman,50.0,mL,Kentucky Gentleman Bourbon 50ml 80 Proof,KG Brbn 50ml 80Pf,Whiskey-American,EACH,1,40.0,,USA,Spirits
00088004047955,Sazerac Company Inc.,Early Times,1.0,L,Early Times Bottled In Bond Whisky 1l 100 Proof,Early Times BIB Wky 1l 100Pf,Whiskey-American,EACH,1,50.0,,USA,Spirits
00082928223501,Sazerac Company Inc.,Canadian Ltd,100.0,mL,Canadian LTD Canadian Whisky 100ml Plastic Bottle 80 Proof,Canadian LTD CndWky 100ml PlBt 80Pf,Whisky-Canadian,EACH,1,40.0,,USA,Spirits
