GTIN,Manufacturer Name,Brand,Volume,Volume Code,Name Public Long,Name Public Short,Functional Name,Packaging Type Code,Useable Units,Ratio Alcohol,Packaging Information,Country of Origin,Alcohol Kind
00018200202254,"Anheuser-Busch, Inc.",LQD Creative Liquids,6.0,PK,"LQD Hard Hibiscus Lemonade, 6 Pack 12 fl. oz. Cans",Hard Hibiscus Lemonade,Hard Lemonade,EACH,6,6.0,,USA,"Punch, Cocktail & Premix"
00018200260711,"Anheuser-Busch, Inc.",Ritas,4.0,PK,"Ritas™ Mojito Fizz Strawberry Sparkling Classic Cocktail, 4 Pack 15.9 fl. oz. Cans",Mojito Fizz Strawberry Sparkling Classic Cocktail,FMWB High-ABV,EACH,1,10.0,,USA,"Punch, Cocktail & Premix"
00018200258916,"Anheuser-Busch, Inc.",Ritas Peach-A-Rita,16.0,fl. oz,"Ritas Rita Peach-A-Rita Sparkling Margarita, 4 Pack 16 fl. oz. Cans, 8% ABV",FMWB High-ABV,FMWB High-ABV,EACH,1,8.0,,USA,"Punch, Cocktail & Premix"
00857914008802,"Anheuser-Busch, Inc.",Devils Backbone Distilling Co.,12.0,fl. oz,"Devils Backbone Distilling Co. Orange Smash 10%, 12 fl. oz. Can","Vodka, Orange Smash",Spirit Cocktail,EACH,1,10.0,,USA,"Punch, Cocktail & Premix"
00018200258411,"Anheuser-Busch, Inc.",Ritas Grape-a-Rita,16.0,fl. oz,"Ritas Grape-A-Rita  Malt Beverage, 4 Pack 16 fl. oz. Cans, 8% ABV",FMWB High-ABV,FMWB High-ABV,EACH,1,8.0,,USA,"Punch, Cocktail & Premix"
00018200203053,"Anheuser-Busch, Inc.",Freeze-A-Ritas,48.0,fl. oz,"Freeze-A-Ritas™ Lime-A-Rita & Straw-Ber-Rita Frozen Margarita Icicles, 24-2 fl. oz. Tubes",Lime-A-Rita & Straw-Ber-Rita Frozen Margarita Icicles,FMWB High-ABV,EACH,24,8.0,,USA,"Punch, Cocktail & Premix"
00018200201127,"Anheuser-Busch, Inc.",Ritas,48.0,fl. oz,"Ritas Mojito Fizz Strawberry Sparkling Cocktail, 4 Pack 12 fl. oz. Cans",Sparkling Cocktail,Sparkling Cocktail,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00018200284168,"Anheuser-Busch, Inc.",Ritas Lime-a-Rita,24.0,PK,"Ritas™ Lime-A-Rita Sparkling Margarita, 24 Pack 12 fl. oz. Bottles",Sparkling Margarita,Sparkling Margarita,EACH,24,8.0,,USA,"Punch, Cocktail & Premix"
00018200258695,"Anheuser-Busch, Inc.",Ritas Orange-A-Rita,16.0,fl. oz,"Ritas™ Orange-A-Rita® Malt Beverage,  4 Pack 16 fl. oz. Cans",FMWB High-ABV,FMWB High-ABV,EACH,1,8.0,,USA,"Punch, Cocktail & Premix"
00018200202001,"Anheuser-Busch, Inc.",Freeze-A-Ritas,12.0,PK,"Freeze-A-Ritas Lime-A-Rita & Straw-Ber-Rita Frozen Margarita Icicles Variety Pack, 12 Pack 2 fl. oz. Pouches, 8% ABV",Frozen Margarita Icicles Variety Pack,FMWB High-ABV,EACH,12,8.0,,USA,"Punch, Cocktail & Premix"
00018200259173,"Anheuser-Busch, Inc.",Ritas,12.0,fl. oz,"Ritas Guav-A-Rita Sparkling Margarita, 12 fl. oz. Bottle, 8% ABV",FMWB High-ABV,FMWB High-ABV,EACH,1,8.0,,USA,"Punch, Cocktail & Premix"
00850021346126,"Anheuser-Busch, Inc.",Devils Backbone Distilling Co.,48.0,fl. oz,"Devils Backbone Distilling Company Lemonade Smash (10%), 4PK 12fl.oz Can",canned cocktail,canned cocktail,EACH,4,7.5,,USA,"Punch, Cocktail & Premix"
00018200261541,"Anheuser-Busch, Inc.",Michelob Ultra,25.0,fl. oz,"Michelob ULTRA Mixed Berry Organic Seltzer, 25 fl. oz. Can, 4% ABV",Seltzer,Seltzer,EACH,1,4.0,,USA,"Punch, Cocktail & Premix"
00018200203985,"Anheuser-Busch, Inc.",Los Sundays,48.0,fl. oz,Los Sundays Tropical Tequila Seltzer 4 - 12 fl oz Cans,Hard Seltzer,Hard Seltzer,EACH,4,5.0,,USA,"Punch, Cocktail & Premix"
00816751021610,"Anheuser-Busch, Inc.",Cutwater Spirits,100.0,mL,"Cutwater Spirits® Frozen Margarita Spirit Pops Variety Pack, 12 Pack 100ml Pops",Spirit Pops,Spirit Pops,EACH,12,7.0,,USA,"Punch, Cocktail & Premix"
00018200204043,"Anheuser-Busch, Inc.",Los Sundays,48.0,fl. oz,Los Sundays Grapefruit Tequila Seltzer 4 - 12 fl oz Cans,Hard Seltzer,Hard Seltzer,EACH,4,5.0,,USA,"Punch, Cocktail & Premix"
00182002041288,"Anheuser-Busch, Inc.","Hey, Hei Sunset Hard Seltzer",8.0,PK,"Hey, Hei Sunset Hard Seltzer Variety Pack, 8 Pack, 12 fl oz Cans ",Sunset Hard Seltzer Variety Pack,,EACH,8,5.5,,USA,"Punch, Cocktail & Premix"
00754527012144,New Belgium Brewing Company,New Belgium,8.0,PK,"Wild Nectar Hard Juice Variety Pack Hard Juice, 8 Pack, 12 fl oz Cans",Wild Nectar Hard Juice Variety Pack,,PACK,8,5.0,,USA,"Punch, Cocktail & Premix"
00754527012168,New Belgium Brewing Company,New Belgium,4.0,PK,"Wild Nectar Hard Juice Passionfruit Orange Mango Hard Juice, 4 Pack, 12 fl oz Cans",Wild Nectar Hard Juice Passionfruit Orange Mango,,PACK,4,5.0,,USA,"Punch, Cocktail & Premix"
00088004037857,Sazerac Company Inc.,The Club,200.0,mL,The Club Long Island Iced Tea 200ml Can 30 Proof,The Club LIIT 200ml Can 30Pf,Cocktails,EACH,1,15.0,,USA,"Punch, Cocktail & Premix"
00811538018982,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita White Sangria Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita White Sangria Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00811538013307,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Sparkling Margarita Paloma Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Sparkling Margarita Paloma Ready to Drink Cocktail - 4-200 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00818844022948,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Watermelon Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Watermelon Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00811538011556,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 4-200 ml,,EACH,4,9.95,,USA,"Punch, Cocktail & Premix"
00811538010962,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Golden Margarita Original Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Golden Margarita Original Ready to Drink Cocktail - 1.75 L,,EACH,1,12.7,,USA,"Punch, Cocktail & Premix"
00811538019446,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Red Sangria Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Red Sangria Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00818844020937,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Lime Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Lime Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00811538011112,Proximo Spirits Inc,Jose Cuervo®,375.0,mL,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 375 ml,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 375 ml,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00818844020159,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Sparkling Margarita Rosé Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Sparkling Margarita Rosé Ready to Drink Cocktail - 4-355 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00811538019637,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Sparkling Margarita Rosé Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Sparkling Margarita Rosé Ready to Drink Cocktail - 4-200 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00811538010993,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Classic Lime Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00811538012836,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Coconut Pineapple Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Coconut Pineapple Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00811538011730,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Sparkling Margarita Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Sparkling Margarita Ready to Drink Cocktail - 4-200 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00811538011587,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita White Peach Light Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita White Peach Light Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00818844020128,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Sparkling Margarita Classic Lime Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Sparkling Margarita Classic Lime Ready to Drink Cocktail - 4-355 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00818844020135,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Sparkling Margarita Strawberry Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Sparkling Margarita Strawberry Ready to Drink Cocktail - 4-355 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00818844020920,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Grapefruit Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Grapefruit Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00818844021392,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Sparkling Margarita Classic Lime Light Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Sparkling Margarita Classic Lime Light Ready to Drink Cocktail - 4-355 ml,,EACH,4,6.0,,USA,"Punch, Cocktail & Premix"
00811538011747,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Sparkling Margarita Strawberry Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Sparkling Margarita Strawberry Ready to Drink Cocktail - 4-200 ml,,EACH,4,8.0,,USA,"Punch, Cocktail & Premix"
00811538011037,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Strawberry Lime Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Strawberry Lime Ready to Drink Cocktail - 1.75 L,,EACH,1,9.5,,USA,"Punch, Cocktail & Premix"
00818844022962,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Pineapple Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Pineapple Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00811538011068,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Grapefruit Tangerine Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Grapefruit Tangerine Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00811538018760,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Golden Margarita Rosé Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Golden Margarita Rosé Ready to Drink Cocktail - 1.75 L,,EACH,1,12.7,,USA,"Punch, Cocktail & Premix"
00818844021538,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Mango Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Mango Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00811538017978,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Berry Punch Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Berry Punch Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00818844021514,Proximo Spirits Inc,Jose Cuervo®,355.0,mL,Jose Cuervo® Playamar Black Cherry Ready to Drink Cocktail - 4-355 ml,Jose Cuervo® Playamar Black Cherry Ready to Drink Cocktail - 4-355 ml,,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00811538013765,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Pink Lemonade Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Pink Lemonade Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00811538011006,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Classic Lime Light Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Classic Lime Light Ready to Drink Cocktail - 1.75 L,,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00018200263934,"Anheuser-Busch, Inc.",Cantaritos,12.0,fl. oz,Cantaritos Tamarind Hard Soda 12 fl oz,Hard Soda,Hard Soda,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00850021346263,"Anheuser-Busch, Inc.",Devils Backbone Distilling Co.,12.0,fl. oz,Devils Backbone Distilling Co. Tequila Smash Mango Margarita 12 fl oz,Canned Cocktail,Canned Cocktail,EACH,1,7.5,,USA,"Punch, Cocktail & Premix"
00816751022082,"Anheuser-Busch, Inc.",Cutwater Spirits,750.0,mL,"Cutwater Spirits® Tequila Anejo, 750ml Bottle",Tequila,Tequila,EACH,1,40.0,,USA,"Punch, Cocktail & Premix"
00850021346256,"Anheuser-Busch, Inc.",Devils Backbone Distilling Co.,12.0,fl. oz,Devils Backbone Distilling Co. Tequila Smash Watermelon Margarita 12 fl oz,Canned Cocktail,Canned Cocktail,EACH,1,7.5,,USA,"Punch, Cocktail & Premix"
00018200262913,"Anheuser-Busch, Inc.",Beach Day,12.0,fl. oz,Beach Day Peach Malt Beverage 12 fl oz,Beer,Beer,EACH,1,5.4,,USA,"Punch, Cocktail & Premix"
00816751023041,"Anheuser-Busch, Inc.",Cutwater,355.0,mL,Cutwater Passion Fruit Guava Rum Mojito 355 ml,Canned Cocktail,Canned Cocktail,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00018200203480,"Anheuser-Busch, Inc.",Boxology,101.43,fl. oz,Boxology Margarita Cocktail 3 liter,10000275 - Wine - Sparkling,10000275 - Wine - Sparkling,EACH,2,12.0,,USA,"Punch, Cocktail & Premix"
00857914008932,"Anheuser-Busch, Inc.",Devils Backbone Distilling Co.,12.0,fl. oz,Devils Backbone Distilling Co. Tequila Smash Lime Margarita 12 fl oz,Canned Cocktail,Canned Cocktail,EACH,1,7.5,,USA,"Punch, Cocktail & Premix"
00816751020866,"Anheuser-Busch, Inc.",Cutwater,355.0,mL,Cutwater Cocktail Mixer Ginger Beer 355 ml,Canned Cocktail,Canned Cocktail,EACH,1,0.0,,USA,"Punch, Cocktail & Premix"
00018200259715,"Anheuser-Busch, Inc.",Ritas,12.0,fl. oz,"Ritas™ Sangria Spritz Strawberry Blueberry Sparkling Sangria Cocktail, 12 fl. oz. Can",Sparkling Cocktail,Sparkling Cocktail,EACH,1,6.0,,USA,"Punch, Cocktail & Premix"
00018200263927,"Anheuser-Busch, Inc.",Cantaritos,12.0,fl. oz,Cantaritos Fruit Punch Hard Soda 12 fl oz,Hard Soda,Hard Soda,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00850021346232,"Anheuser-Busch, Inc.",Smash,12.0,oz,"Devils Backbone Distilling Company Tequila Smash Strawberry Margarita 7.5%, 12oz Can",Canned Cocktail,Canned Cocktail,EACH,1,7.5,,USA,"Punch, Cocktail & Premix"
00018200263903,"Anheuser-Busch, Inc.",Cantaritos,12.0,fl. oz,Cantaritos Mandarin Hard Soda 12 fl oz,Hard Soda,Hard Soda,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00018200262906,"Anheuser-Busch, Inc.",Beach Day,12.0,fl. oz,Beach Day Blue Raspberry Malt Beverage 12 fl oz,Beer,Beer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00816751021214,"Anheuser-Busch, Inc.",Cutwater,355.0,mL,Cutwater Lime Margarita 355 ml,Canned Cocktail,Canned Cocktail,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00018200264146,"Anheuser-Busch, Inc.",Nutrl,12.0,fl. oz,Nutrl Orange Vodka 12 fl oz,Hard Seltzer,Hard Seltzer,EACH,1,4.5,,USA,"Punch, Cocktail & Premix"
00816751021627,"Anheuser-Busch, Inc.",Cutwater Spirits,750.0,mL,"Cutwater Spirits® Tequila Blanco, 750ml Bottle",Tequila,Tequila,EACH,1,40.0,,USA,"Punch, Cocktail & Premix"
00018200263910,"Anheuser-Busch, Inc.",Cantaritos,12.0,fl. oz,Cantaritos Pineapple Hard Soda 12 fl oz,Hard Soda,Hard Soda,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00840245600296,Pabst Brewing Company,Jack Daniel's Country Cocktail Hard Tea Variety Pack,12.0,PK,"Jack Daniel's Country Cocktail Hard Tea Variety Pack, 12 Pack, 12 fl oz Can",FLAVORED MALT BEVERAGE,Flavored Malt Beverage,EACH,12,5.0,,USA,"Punch, Cocktail & Premix"
00857914008796,"Anheuser-Busch, Inc.",Devils Backbone,4.0,PK,"Devils Backbone Distilling Co. Vodka Mule Ready to Drink Canned Cocktail 7.5%, 4 Pack 12 fl. oz. Cans",Vodka Mule Ready to Drink Canned Cocktail,Spirit,EACH,4,7.5,,USA,"Punch, Cocktail & Premix"
00018200263330,"Anheuser-Busch, Inc.",Nutrl,12.0,fl. oz,Nutrl Mango Vodka Seltzer 12 fl oz,"Vodka Seltzer, Mango",10000144 - Alcoholic Pre-mixed Drinks,EACH,1,4.5,,USA,"Punch, Cocktail & Premix"
00018200260698,"Anheuser-Busch, Inc.",Estrella,25.0,fl. oz,"Estrella Jalisco Pepino Lime Michelada, 25 fl. oz. Can, 3.5% ABV",Pepino Lime Michelada,Chelada,EACH,1,3.5,,USA,"Punch, Cocktail & Premix"
00018200264139,"Anheuser-Busch, Inc.",Year Of,25.0,fl. oz,Year Of Mango & Passion Fruit Hard Seltzer 25 fl oz,Hard Seltzer,Hard Seltzer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00850677006177,"Anheuser-Busch, Inc.",Hoop Tea,12.0,fl. oz,Hoop Tea Spiked Watermelon Iced Tea 12 fl oz,Hard Tea,Hard Tea,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00018200202247,"Anheuser-Busch, Inc.",LQD,6.0,PK,"LQD Hard Agave Limeade, 6 Pack 12 fl. oz. Cans",Hard Agave Limeade,Limeade,EACH,6,5.9,,USA,"Punch, Cocktail & Premix"
00796030414343,"Anheuser-Busch, Inc.",Kona,12.0,oz,Kona Spiked Island Seltzer Starfruit Lime 12 oz Single CAN 5ABV,Starfruit Lime Hard Seltzer 12 fl oz,Hard Seltzer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00018200264177,"Anheuser-Busch, Inc.",Los Sundays,12.0,fl. oz,Los Sundays Grapefruit Tequila Seltzer 12 fl oz,Grapefruit Tequila Seltzer,,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00018200286452,"Anheuser-Busch, Inc.",Freeze-A-Ritas,144.0,PK,"Freeze-A-Ritas™ Lime-A-Rita & Straw-Ber-Rita Frozen Margarita Icicles Variety Pack, 144 Pack 2 fl. oz. Pouches",Frozen Margarita Icicles Variety Pack,Frozen Margarita Icicles,EACH,144,8.0,,USA,"Punch, Cocktail & Premix"
00796030414329,"Anheuser-Busch, Inc.",Kona,12.0,oz,Kona Spiked Island Seltzer Passionfruit Orange Guava 12 oz Single CAN 5ABV,Passionfruit Orange Guava Hard Seltzer 12 fl oz Can,Hard Seltzer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00796030014314,"Anheuser-Busch, Inc.",Kona Brewing Co,12.0,fl. oz,Kona Brewing Co Liquid Aloha Spiked Island Seltzer Variety Pack 24 - 12 fl oz Cans,Variety Pack Spiked Island Seltzer 24 - 12 fl oz Cans,Hard Seltzer,EACH,24,5.0,,USA,"Punch, Cocktail & Premix"
00796030414336,"Anheuser-Busch, Inc.",Kona,12.0,oz,Kona Spiked Island Seltzer Strawberry Guava 12 oz Single CAN 5ABV - Text Update,Strawberry Guava Spiked Island Seltzer 12 fl oz,Hard Seltzer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00850677006153,"Anheuser-Busch, Inc.",Hoop Tea,12.0,fl. oz,Hoop Tea Spiked Iced Tea 12 fl oz,Hard Tea,Hard Tea,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00018200264320,"Anheuser-Busch, Inc.",Nutrl,12.0,fl. oz,Nutrl Black Cherry Vodka Seltzer 12 fl oz,Black Cherry Vodka Seltzer 12 fl oz,,EACH,1,4.5,,USA,"Punch, Cocktail & Premix"
00018200289552,"Anheuser-Busch, Inc.",Freeze-A-Ritas,144.0,PK,"Freeze-A-Ritas™ Lime-A-Rita & Straw-Ber-Rita Frozen Margarita Icicles Variety Pack, 144 Pack 2 fl. oz. Pouches",Frozen Margarita Icicles Variety Pack,Frozen Margarita Icicles,EACH,144,8.0,,USA,"Punch, Cocktail & Premix"
00018200264122,"Anheuser-Busch, Inc.",Year Of,25.0,fl. oz,Year Of White Peach & Pineapple Hard Seltzer 25 fl oz,Hard Seltzer,Hard Seltzer,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00796030414312,"Anheuser-Busch, Inc.",Kona,12.0,oz,Kona Spiked Island Seltzer Tropical Punch 12 oz Single CAN 5ABV - Text Update,Tropical Punch Spiked Island Seltzer 12 fl oz,Seltzer (Malt),EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00850677006467,"Anheuser-Busch, Inc.",Hoop Tea,12.0,fl. oz,Hoop Tea Peach Spiked Iced Tea 12 fl oz,Hard Tea,Hard Tea,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00816751023034,"Anheuser-Busch, Inc.",Cutwater,355.0,mL,Cutwater Mango Watermelon Rum Mojito 355 ml,Mango Watermelon Rum Mojito 355 ml,Canned Cocktail,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00850677006511,"Anheuser-Busch, Inc.",Hoop Tea,25.0,fl. oz,Hoop Tea Original Spiked Iced Tea 25 fl oz,Original Iced Tea Spiked Beer 25 fl oz,,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00080480985394,Bacardi USA,Bacardí,355.0,mL,"Bacardi Lime & Soda Ready To Drink Real Rum Cocktail, Gluten Free 5.9% 35.5Cl/355Ml",BACARDI RUM & SODA W/LIME,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480987572,Bacardi USA,Bacardí,1.75,L,Bacardi Ready To Serve Pineapple Mai Tai 12.5% 175Cl/1.75L,BACARDI RTS PINAPL MAITAI,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480986223,Bacardi USA,Bacardí,355.0,mL,"Bacardi Mojito Ready To Drink Real Rum Cocktail, Gluten Free 5.9% 35.5Cl/355Ml",BACARDI MOJITO,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480985387,Bacardi USA,Bacardí,355.0,mL,"Bacardi Limon & Lemonade Ready To Drink Real Rum Cocktail, Gluten Free 5.9% 35.5Cl/355Ml",BACARDI LIMON & LEMONADE,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480985424,Bacardi USA,Bacardí,355.0,mL,Bacardi Limon & Lemonade 4Pk,BACARDI LIMON & LEMONADE,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480986285,Bacardi USA,Bacardí,355.0,mL,Bacardi Mojito Real Rum Cocktail,BACARDI MOJITO,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480986230,Bacardi USA,Bacardí,355.0,mL,"Bacardi Bahama Mama Ready To Drink Real Rum Cocktail, Gluten Free 5.9% 35.5Cl/355Ml",BACARDI BAHAMA MAMA,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080660010717,Sazerac Company Inc.,Chi-Chi's,1.75,L,Chi-Chi's Butterscotch Cream Liqueur 1.75l 25 Proof,ChiChi Btrscth Crm Lqr 1.75l 25Pf,Cocktails,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080686850106,Jim Beam Brands Co.,Tres Generaciones,355.0,mL,Sauza Agua Fuerte Mango Tequila Ready to Drink Cocktail 355 ml,SZ AGUA FRTE MANGO TEQ 5% 355 ML,Tequila,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00080686850090,Jim Beam Brands Co.,Tres Generaciones,355.0,mL,Sauza Agua Fuerte Lime Tequila Ready to Drink Cocktail 355 ml,SZ AGUA FRTE LIME TEQ 5% 355 ML,Tequila,EACH,1,5.0,,USA,"Punch, Cocktail & Premix"
00080686850076,Jim Beam Brands Co.,Tres Generaciones,1.75,L,Sauza Premium Margarita With Silver Tequila & Triple Sec Ready To Serve Cocktail 1.75 L,SAUZA FLAVOR MARG 9.95% 1.75 L RTS,Tequila,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
00082000805564,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Whisky Lemonade Ready-to-Drink (RTD) Variety Pack with Whisky Lemonade, Peach, Blackberry, and Mango, 8 Pack, 12 oz Cans",Crown Royal Lemonade Variety Pack (RTD),,PACK,8,7.0,,USA,"Punch, Cocktail & Premix"
00018200199875,"Anheuser-Busch, Inc.",Ritas,12.0,PK,"Ritas™ Lime-A-Rita Sparkling Margarita Malt Beverage, 12 Pack 8 fl. oz. Cans",Lime-A-Rita Sparkling Margarita Malt Beverage,Beer,EACH,12,8.0,,USA,"Punch, Cocktail & Premix"
00033544000434,Constellation Brands,Corona Hard Seltzer,144.0,fl. oz,"Corona Hard Seltzer Tropical Mix Variety Pack Gluten Free, 12 pk 12 fl oz Cans, 4.5% ABV",Corona Hard Seltzer Tropical Mix Variety Pack Gluten Free,Hard Seltzer,EACH,12,4.5,,USA,"Punch, Cocktail & Premix"
00082000003595,Sazerac Company Inc.,The Club,200.0,mL,The Club Strawberry Margarita 200ml 19.9 Proof,Club Stwb Mrg 200ml 19.9Pf,Cocktails,EACH,1,9.95,,USA,"Punch, Cocktail & Premix"
