GTIN,Manufacturer Name,Brand,Volume,Volume Code,Name Public Long,Name Public Short,Functional Name,Packaging Type Code,Useable Units,Ratio Alcohol,Packaging Information,Country of Origin,Alcohol Kind
00082000799931,Diageo North America Inc.,Loyal 9,355.0,mL,"Loyal 9 Lemonade + Iced Tea Vodka Cocktail, 4-PACK (4 x 12 fl oz)",Loyal 9 Lemonade and Iced Tea,,PACK,4,9.0,,USA,"Punch, Cocktail & Premix"
00082000799917,Diageo North America Inc.,Loyal 9,355.0,mL,"Loyal 9 Mixed Berry Lemonade Vodka Cocktail, 4-PACK (4 x 12 fl oz)",Loyal 9 Mixed Berry Lemonade,,PACK,4,9.0,,USA,"Punch, Cocktail & Premix"
00088076185098,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Peach & Orange Blossom, 4-PACK (4 x 12 fl oz)",Ketel OneBotanicaVdkSpritzPch;OrgBlsmDNU,,PACK,4,4.5,,USA,"Punch, Cocktail & Premix"
00082000799894,Diageo North America Inc.,Loyal 9,355.0,mL,"Loyal 9 Lemonade Vodka Cocktail, 4-PACK (4 x 12 fl oz)",Loyal 9 Lemonade,,PACK,4,9.0,,USA,"Punch, Cocktail & Premix"
00082000799955,Diageo North America Inc.,Loyal 9,355.0,mL,"Loyal 9 Watermelon Lemonade Vodka Cocktail, 4-PACK (4 x 12 fl oz)",Loyal 9 Watermelon Lemonade,,PACK,4,9.0,,USA,"Punch, Cocktail & Premix"
00088076185074,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Cucumber & Mint, 4-PACK (4 x 12 fl oz)",Ketel OneBotanicalVdkSpritzCucmbr;MntDNU,,PACK,4,4.5,,USA,"Punch, Cocktail & Premix"
00088076185067,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Cucumber & Mint, 12 fl oz",Ketel OneBotanicalVdkSpritzCucmbr;MntDNU,,EACH,1,3.6,,USA,"Punch, Cocktail & Premix"
00088076185081,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Peach & Orange Blossom, 12 fl oz",Ketel OneBotanicaVdkSpritzPch;OrgBlsmDNU,,EACH,1,3.6,,USA,"Punch, Cocktail & Premix"
00698614985723,"City Brewing, La Crosse, WI",Red Stripe,12.0,oz,"Red Stripe Rum Mojito, 4 Pack, 12oz Slim Cans","Red Stripe Rum Mojito, 4 Pack, 12oz Slim Cans",Rum Cocktail,EACH,4,5.9,,USA,"Punch, Cocktail & Premix"
00698614985693,"City Brewing, La Crosse, WI",Red Stripe,12.0,oz,"Red Stripe Rum Punch, 4 Pack, 12oz Slim Cans","Red Stripe Rum Punch, 4 Pack, 12oz Slim Cans",Rum Cocktail,EACH,4,5.9,,USA,"Punch, Cocktail & Premix"
00088004043209,Sazerac Company Inc.,The Club,200.0,mL,The Club Long Island Iced Tea 4 pack 200ml 30 Proof,The Club LIT Tea 4pk 200ml 30Pf,Cocktails,PACK,4,15.0,,USA,"Punch, Cocktail & Premix"
00082000807964,Diageo North America Inc.,Crown Royal,375.0,mL,"Crown Royal Whisky Sour Cocktail with Black Cherry, 375 mL",Crown Royal Black Cherry Whiskey Sour,,EACH,1,23.0,,USA,"Punch, Cocktail & Premix"
00082000807971,Diageo North America Inc.,Crown Royal,750.0,mL,"Crown Royal Whisky Sour Cocktail with Black Cherry, 750 mL",Crown Royal Black Cherry Whiskey Sour,,EACH,1,23.0,,USA,"Punch, Cocktail & Premix"
00088076185043,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Grapefruit & Rose, 12 fl oz",Ketel OneBotanicalVdkSpritzGrpfrt;RosDNU,,EACH,1,3.6,,USA,"Punch, Cocktail & Premix"
00088076185050,Diageo North America Inc.,Ketel One,355.0,mL,"Ketel One Botanical Vodka Spritz Grapefruit & Rose, 4-PACK (4 x 12 fl oz)",Ketel OneBotanicalVdkSpritzGrpfrt;RosDNU,,PACK,4,4.5,,USA,"Punch, Cocktail & Premix"
00088004047290,Sazerac Company Inc.,Chi-Chi's,187.0,mL,Chi-Chi's Long Island Iced Tea Wine Cocktail 4 Pack 187ml 25 Proof,Chi Wne LIIT Cktl 4Pk 187ml 25Pf,Specialty,PACK,4,12.5,,USA,"Punch, Cocktail & Premix"
00092000020003,Pabst Brewing Company,Not Your Father's Root Beer,6.0,PK,"Not Your Father's Root Beer, 6 Pack, 12 fl oz Bottles",FLAVORED MALT BEVERAGE,Flavored Malt Beverage,EACH,6,5.9,,USA,"Punch, Cocktail & Premix"
00754527012359,New Belgium Brewing Company,Voodoo Ranger,12.0,PK,"Voodoo Ranger Hardcharged Lemon Hard Tea 12 Pack, 12 fl oz Cans",Voodoo Ranger Hardcharged Lemon Hard Tea,,PACK,12,7.0,,USA,"Punch, Cocktail & Premix"
00754527006518,New Belgium Brewing Company,Voodoo Ranger,12.0,PK,"Voodoo Ranger Hardcharged Tea Variety Pack, 12 Pack, 12 fl oz Cans",Voodoo Ranger Hardcharged Tea Variety Pack,,PACK,12,7.0,,USA,"Punch, Cocktail & Premix"
00081128003098,,Up or Over™,375.0,mL,"Up or Over: Ford's Gin Classic Dry Martini, 375 mL, 30 Proof",Up Over Fords Gin Martini,Spirits-based Pre-Mixed Cocktail,EACH,1,28.0,,USA,"Punch, Cocktail & Premix"
00081128003104,,Up or Over™,375.0,mL,Up or Over: Gentleman Jack Whiskey Sour 375 mL 56 Proof,Up Over Gent Jack Wsky Sour,Spirits-based Pre-Mixed Cocktail,EACH,1,15.0,,USA,"Punch, Cocktail & Premix"
00082184205600,,Jack Daniel's®,355.0,mL,Jack Daniel's Apple Fizz Ready to Drink 12 oz Can 4-Pack 14 Proof,Jack Daniel's Apple Fizz,Spirits-based Pre-Mixed Cocktail,EACH,4,7.0,,USA,"Punch, Cocktail & Premix"
00082184206881,,Jack Daniel's®,355.0,mL,Jack Daniel's® & Coca-Cola Zero Sugar 4-Pack - 355mL Can,Jack Daniel's & Coca-Cola Zero,Spirits-based Pre-Mixed Cocktail,EACH,4,7.0,,USA,"Punch, Cocktail & Premix"
00081128003081,,Up or Over™,375.0,mL,Up or Over: Old Forester Ginger Citrus Old Fashioned 375 mL 57 Proof,Up Over Old Forester Old Fsh,Spirits-based Pre-Mixed Cocktail,EACH,1,28.5,,USA,"Punch, Cocktail & Premix"
00082184206874,,Jack Daniel's®,355.0,mL,"Jack Daniel's® & Coca-Cola 4 Pack, 355mL Can",Jack Daniel's & Coca-Cola,Spirits-based Pre-Mixed Cocktail,EACH,4,7.0,,USA,"Punch, Cocktail & Premix"
00082184204771,,Jack Daniel's®,355.0,mL,"Jack Daniel's Tennessee Honey and Lemonade Ready to Drink, 355 mL Can, 4-Pack, 14 Proof",Jack Daniel's Honey Lemonade,Spirits-based Pre-Mixed Cocktail,EACH,4,7.0,,USA,"Punch, Cocktail & Premix"
00088076188648,Diageo North America Inc.,Ketel One,375.0,mL,"Ketel One Cosmopolitan Cocktail (Made with Ketel One Vodka), 375 mL",Ketel One Cosmopolitan Cocktails,,EACH,1,18.3,,USA,"Punch, Cocktail & Premix"
00088076188655,Diageo North America Inc.,Ketel One,750.0,mL,"Ketel One Cosmopolitan Cocktail (Made with Ketel One Vodka), 750 mL",Ketel One Cosmopolitan Cocktails,,EACH,1,18.3,,USA,"Punch, Cocktail & Premix"
00088076188464,Diageo North America Inc.,Astral,750.0,mL,"Astral Margarita Cocktail (Made with Tequila Blanco), 750 mL",Astral Margarita Cocktail (RTS),,EACH,1,21.3,,USA,"Punch, Cocktail & Premix"
00088076188457,Diageo North America Inc.,Astral,375.0,mL,"Astral Margarita Cocktail (Made with Tequila Blanco), 375 mL",Astral Margarita Cocktail (RTS),,EACH,1,21.3,,USA,"Punch, Cocktail & Premix"
00082000743507,Diageo North America Inc.,Captain Morgan,1.75,L,"Captain Morgan Long Island Iced Tea, 1.75 L",CM Long Island Ice Tea,,EACH,1,17.0,,USA,"Punch, Cocktail & Premix"
00082000002482,Diageo North America Inc.,Captain Morgan,375.0,mL,"Captain Morgan Long Island Iced Tea, 375 mL",CM Long Island Ice Tea,,EACH,1,17.0,,USA,"Punch, Cocktail & Premix"
00082000798651,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Whisky Lemonade Cocktail, 4-PACK (4 x 12 fl oz)",Crown Royal Whisky Lemonade (RTD),,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00082000796251,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Whisky and Cola Canadian Whisky Cocktail, 4-PACK (4 x 12 fl oz)",Crown Royal Whiskey ; Cola,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00082000804451,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Whisky Cocktail, Variety 8-PACK (8 x 12 fl oz)",Crown Royal Variety Pack,,PACK,8,7.0,,USA,"Punch, Cocktail & Premix"
00082000797432,Diageo North America Inc.,Captain Morgan,1.75,L,"Captain Morgan Mai Tai, 1.75 L",Captain Morgan Mai Tai,,EACH,1,13.0,,USA,"Punch, Cocktail & Premix"
00088076187207,Diageo North America Inc.,Ciroc,355.0,mL,"CIROC Vodka Spritz Pineapple Passion, 4-PACK (4 x 12 fl oz)",Ciroc Vodka Spritz Pineapple Passion,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00088076188679,Diageo North America Inc.,Ketel One,750.0,mL,"Ketel One Espresso Martini Cocktail (Made with Ketel One Vodka), 750 mL",Ketel One Espresso MartiniCocktails(RTS),,EACH,1,20.1,,USA,"Punch, Cocktail & Premix"
00082000796237,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Washington Apple Canadian Whisky Cocktail, 4-PACK (4 x 12 fl oz)",Crown Royal Washington Apple,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00088076187214,Diageo North America Inc.,Ciroc,355.0,mL,"CIROC Vodka Spritz Sunset Citrus, 4-PACK (4 x 12 fl oz)",Ciroc Vodka Spritz Sunset Citrus,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00088076188662,Diageo North America Inc.,Ketel One,375.0,mL,"Ketel One Espresso Martini Cocktail (Made with Ketel One Vodka), 375 mL",Ketel One Espresso MartiniCocktails(RTS),,EACH,1,20.1,,USA,"Punch, Cocktail & Premix"
00082000797449,Diageo North America Inc.,Captain Morgan,1.75,L,"Captain Morgan Tropical Punch, 1.75 L",Captain Morgan Tropical Punch,,EACH,1,13.0,,USA,"Punch, Cocktail & Premix"
00082000801986,Diageo North America Inc.,Loyal 9,355.0,mL,"Loyal 9 Tequila Classic Lime Margarita Cocktail, 4-PACK (4 x 12 fl oz)",Loyal 9 Tequila Lime Margarita,,PACK,4,9.0,,USA,"Punch, Cocktail & Premix"
00088076188631,Diageo North America Inc.,Tanqueray,750.0,mL,"Tanqueray Negroni Cocktail (Made with London Dry Gin), 750 mL",Tanqueray Negroni (Cocktail),,EACH,1,24.9,,USA,"Punch, Cocktail & Premix"
00082000798330,Diageo North America Inc.,Bulleit,375.0,mL,"Bulleit Old Fashioned Cocktail, 375 mL",Bulleit Old Fashioned Cocktail (RTS),,EACH,1,37.5,,USA,"Punch, Cocktail & Premix"
00088076188624,Diageo North America Inc.,Tanqueray,375.0,mL,"Tanqueray Negroni Cocktail (Made with London Dry Gin), 375 mL",Tanqueray Negroni (Cocktail),,EACH,1,24.9,,USA,"Punch, Cocktail & Premix"
00082000798347,Diageo North America Inc.,Bulleit,375.0,mL,"Bulleit Manhattan Cocktail, 375 mL",Bulleit Manhattan Cocktail (RTS),,EACH,1,37.5,,USA,"Punch, Cocktail & Premix"
00082000797357,Diageo North America Inc.,Bulleit,750.0,mL,"Bulleit Manhattan Cocktail, 750 mL",Bulleit Manhattan Cocktail (RTS),,EACH,1,37.5,,USA,"Punch, Cocktail & Premix"
00082000796213,Diageo North America Inc.,Crown Royal,355.0,mL,"Crown Royal Peach Tea Canadian Whisky Cocktail, 4-PACK (4 x 12 fl oz)",Crown Royal Peach Tea,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00082000797319,Diageo North America Inc.,Bulleit,750.0,mL,"Bulleit Old Fashioned Cocktail, 750 mL",Bulleit Old Fashioned Cocktail (RTS),,EACH,1,37.5,,USA,"Punch, Cocktail & Premix"
00088076187191,Diageo North America Inc.,Ciroc,355.0,mL,"CIROC Vodka Spritz Watermelon Kiwi, 4-PACK (4 x 12 fl oz)",Ciroc Vodka Spritz Watermelon Kiwi,,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00840245600166,Pabst Brewing Company,Jack Daniel's Country Cocktail Malt Variety Pack,12.0,PK,"Jack Daniel's Country Cocktail Party Variety Pack, 12 Pack, 12 fl oz Can",FLAVORED MALT BEVERAGE,Flavored Malt Beverage,EACH,12,4.8,,USA,"Punch, Cocktail & Premix"
00080480985622,Bacardi USA,Bacardí,1.75,L,"Bacardi Island Tea Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ISLAND TEA,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985608,Bacardi USA,Bacardí,1.75,L,"Bacardi Zombie Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ZOMBIE,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985615,Bacardi USA,Bacardí,1.75,L,"Bacardi Hurricane Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS HURRICANE,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480986339,Bacardi USA,Bacardí,1.75,L,"Bacardi Island Punch Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ISLAND PUNCH,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00855880008383,Jim Beam Brands Co.,On the Rocks,100.0,mL,On The Rocks Basil Hayden Manhattan Ready to Drink Cocktail 100 ml,OTR BHY DK RYE MANHATTAN 32.5% 60X1,MIXED,EACH,1,32.5,,USA,"Punch, Cocktail & Premix"
00754527012281,New Belgium Brewing Company,Voodoo Ranger,24.0,fl. oz,"Voodoo Ranger Hardcharged Tea-Peach, 24 fl oz Can",Voodoo Ranger Hardcharged Tea- Peach,,EACH,1,7.0,,USA,"Punch, Cocktail & Premix"
00754527011642,New Belgium Brewing Company,Voodoo Ranger,24.0,fl. oz,"Voodoo Ranger Hardcharged Tea, 24 fl oz Can",Voodoo Ranger Hardcharged Tea,,EACH,1,7.0,,USA,"Punch, Cocktail & Premix"
00811538012751,Proximo Spirits Inc,Jose Cuervo®,200.0,mL,Jose Cuervo® Authentic Margarita Strawberry Lime Ready to Drink Cocktail - 4-200 ml,Jose Cuervo® Authentic Margarita Strawberry Lime Ready to Drink Cocktail - 4-200 ml,,EACH,4,9.95,,USA,"Punch, Cocktail & Premix"
00818844028100,Proximo Spirits Inc,Jose Cuervo®,1.75,L,Jose Cuervo® Authentic Margarita Mistletoe Ready to Drink Cocktail - 1.75 L,Jose Cuervo® Authentic Margarita Mistletoe Ready to Drink Cocktail - 1.75 L,,EACH,1,19.9,,USA,"Punch, Cocktail & Premix"
00080686004967,Jim Beam Brands Co.,On the Rocks,750.0,mL,On The Rocks EFFEN Espresso Martini Ready to Drink Cocktail 750 ml,OTR ESPRESSO MARTINI 6X750ML 20%,MIXED,EACH,1,35.0,,USA,"Punch, Cocktail & Premix"
00080686897170,Jim Beam Brands Co.,On the Rocks,750.0,mL,On The Rocks Hornitos Margarita Ready to Drink Cocktail 750 ml,OTR HORN MARG 6X750ML 20%,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008369,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Basil Hayden Manhattan Ready to Drink Cocktail 375 ml,OTR BHY DK RYE MANHATTAN 32.5% 12X3,MIXED,EACH,1,32.5,,USA,"Punch, Cocktail & Premix"
00855880008420,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks EFFEN Espresso Martini Ready to Drink Cocktail 375 ml,OTR ESPRESSO MARTINI 20% 12X375ML,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686897156,Jim Beam Brands Co.,On the Rocks,750.0,mL,On The Rocks Knob Creek Old Fashioned Ready to Drink Cocktail 750 ml,OTR KNC OLD FASH 6X750ML 35%,MIXED,EACH,1,35.0,,USA,"Punch, Cocktail & Premix"
00855880008024,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Knob Creek Old Fashioned Ready to Drink Cocktail 375 ml,OTR KNC OLD FASH 12X375ML 35%,MIXED,EACH,1,35.0,,USA,"Punch, Cocktail & Premix"
00080686008088,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks EFFEN Cosmopolitan Ready to Drink Cocktail 375 ml,OTR EFFEN COSMO 20% 12X375ML,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686007241,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Cruzan Strawberry Daiquiri Ready to Drink Cocktail 375 ml,OTR STRAWBERRY DAIQUIRI 20% 12X375M,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686897163,Jim Beam Brands Co.,On the Rocks,750.0,mL,On The Rocks EFFEN Cosmopolitan Ready to Drink Cocktail 750 ml,OTR EFFEN COSMO 6X750 20%,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686008101,Jim Beam Brands Co.,On the Rocks,750.0,mL,On The Rocks EFFEN Cosmopolitan Ready to Drink Cocktail 750 ml,OTR EFFEN COSMO 20% 6X750ML,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008116,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Hornitos Margarita Ready to Drink Cocktail 375 ml,OTR HORN MARG 12X375ML 20%,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008086,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Tres Generaciones Jalapeno Pineapple Margarita Ready to Drink Cocktail 375 ml,OTR TRES GEN JAL P/A MARG 20% 12X37,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008147,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Cruzan Mai Tai Ready to Drink Cocktail 375 ml,OTR CRUZAN MAI TAI 20% 12X375ML,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008055,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks EFFEN Cosmopolitan Ready to Drink Cocktail 375 ml,OTR EFFEN COSMO 12X375 20%,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686008064,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Cruzan Blue Hawaiian Ready to Drink Cocktail 375 ml,OTR BLUE HAWAIIAN 20% 12X375ML LTO,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00855880008390,Jim Beam Brands Co.,On the Rocks,375.0,mL,On The Rocks Cruzan Daiquiri Ready to Drink Cocktail 375 ml,OTR DAIQUIRI 20% 12X375ML,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00082184207215,,Jack Daniel's®,355.0,mL,"Jack Daniel's and Ginger Ale Canned Cocktail, 4 Pack, 355 mL Can",Jack Daniel's & Ginger,Spirits-based Pre-Mixed Cocktail,PACK,4,7.0,,USA,"Punch, Cocktail & Premix"
00835229009097,Pernod Ricard,Kahlua Cans,200.0,mL,"Kahlua Nitro Cold Brew 200mL Cans 4 Pack, 9 Proof","Made with 100% Arabica cold brew coffee, Kahlúa coffee liqueur and a splash of rum, our Nitro Cold Brew ready-to-drink, with 80 calories per can. Smooth, creamy and cooling, with hints of caramel, vanilla and chocolate—the foam gives the liquid an intense and unforgettable creaminess.",,EACH,4,4.5,,USA,"Punch, Cocktail & Premix"
00080432000083,Pernod Ricard,Jameson Cans,355.0,mL,"Jameson Lemonade Ready to Drink Irish Whiskey Cocktail, 4 Pack, 12 Fl Oz Cans, 5% ABV",Jameson Lemonade in a can is a perfectly mixed combination of Irish Whiskey and natural Lemon flavor in a convenient can to take where a glass bottle can't go. Enjoy chilled from the can.,,EACH,4,5.0,,USA,"Punch, Cocktail & Premix"
00089540520032,Pernod Ricard,Malibu Premixed Cocktails,1.75,L,"Malibu Ready to Serve Cocktail Rum Punch 1.75L, 25 Proof",Malibu Pre-Mixed Cocktails brings a Caribbean twist to your favorite drink and also introduces new exciting ways of enjoying that coconut taste you love. Serve chilled for a perfectly mixed drink every time.,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00082184207185,,Jack Daniel's®,355.0,mL,"Jack Daniel's® & Coca-Cola Ready to Drink, Two 12-Packs, 355 mL Cans",Jack Daniel's & Coca-Cola,Spirits-based Pre-Mixed Cocktail,PACK,12,7.0,,USA,"Punch, Cocktail & Premix"
00080686003588,Jim Beam Brands Co.,On the Rocks,200.0,mL,On The Rocks Cruzan Daiquiri Ready to Drink Cocktail 200 ml,OTR DAIQUIRI 20% 24X200ML PET,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080686003595,Jim Beam Brands Co.,On the Rocks,200.0,mL,On The Rocks EFFEN Espresso Martini Ready to Drink Cocktail 200 ml,OTR ESPRESSO MARTINI 20% 24X200ML P,MIXED,EACH,1,20.0,,USA,"Punch, Cocktail & Premix"
00080432000069,Pernod Ricard,Jameson Cans,355.0,mL,"Jameson Cola Ready to Drink Irish Whiskey Cocktail, 4 Pack, 12 Fl Oz Cans, 5% ABV",Jameson Cola in a can is a perfectly mixed combination of Irish Whiskey and natural Cola flavor in a convenient can to take where a glass bottle can't go. Enjoy chilled from the can.,,EACH,4,5.0,,USA,"Punch, Cocktail & Premix"
00089540423241,Pernod Ricard,Kahlua Cocktails,1.75,L,"Kahlua Ready to Drink White Russian with Rum and Coffee Liqueur, 1.75 L Bottle, 12.5% ABV","Kahlúa White Russians give you immediate access to your favorite beverage without the hassle of mixing your own drinks. This pre-mixed cocktail features Kahlúa's popular coffee liqueur with vodka, creating a refreshingly sweet beverage you'll love.",,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00089540416373,Pernod Ricard,Kahlua Cocktails,1.75,L,"Kahlua Ready to Drink Mudslide with Rum and Coffee Liqueur, 1.75 L Bottle, 12.5% ABV","Kahlúa Ready to Drink Mudslide is ready for any occasion. This premixed cocktail combines the rich coffee flavor of Kahlúa with decadent chocolate, sweet vanilla, and buttery caramel. Blend it with chocolate ice cream for a refreshing adult milkshake or mix it with hot coffee for a warm pick-me-up.",,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00088004040901,Sazerac Company Inc.,Fireball,100.0,mL,"Fireball Cinnamon Malt Beverage, 100ml Plastic Bottle, 33 Proof",Fireball Cinmltbv 100ml Plsbtl 33Pf,Flavored Malt Beverage,EACH,1,33.0,,USA,"Punch, Cocktail & Premix"
00080480985523,Bacardi USA,Bacardí,1.75,L,"Bacardi Mojito Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS MOJITO,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00854275008120,Constellation Brands,Austin Cocktails,33.81,fl. oz,"Austin Cocktails Fred's Sparkling Ruby Red Vodka Canned Cocktail, 4 pk 250 mL Cans, 12.5% ABV",Austin Cocktails Fred's Sparkling Ruby Red Vodka Canned Cocktail,Premixed Cocktail,EACH,4,12.5,,USA,"Punch, Cocktail & Premix"
00810078780861,Constellation Brands,Fresca Mixed,96.0,fl. oz,"Fresca Mixed Vodka Spritz Variety Pack Gluten-Free Canned Cocktail, 8 pk 12 fl oz Cans, 5% ABV",Fresca Mixed Vodka Spritz Variety Pack Gluten-Free Canned Cocktail,Premixed Cocktail,EACH,8,5.0,,USA,"Punch, Cocktail & Premix"
00854275008182,Constellation Brands,Austin Cocktails,33.81,fl. oz,"Austin Cocktails Bergamot Orange Sparkling Margarita Canned Cocktail, 4 pk 250 mL Cans, 12.5% ABV",Austin Cocktails Bergamot Orange Sparkling Margarita Canned Cocktail,Premixed Cocktail,EACH,4,12.5,,USA,"Punch, Cocktail & Premix"
00080480987053,Bacardi USA,Cazadores,355.0,mL,Cazadores Spicy Margarita 4Pk,CAZ RTD MARGARITA SPICY,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480985516,Bacardi USA,Bacardí,750.0,mL,"Bacardi Island Tea Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 75Cl/750Ml",BACARDI RTS ISLAND TEA,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985578,Bacardi USA,Bacardí,1.75,L,"Bacardi Island Tea Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ISLAND TEA,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985554,Bacardi USA,Bacardí,1.75,L,"Bacardi Zombie Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ZOMBIE,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985530,Bacardi USA,Bacardí,1.75,L,"Bacardi Rum Punch Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS RUM PUNCH,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985547,Bacardi USA,Bacardí,1.75,L,Bacardi Bahama Mama Gluten Free Premium Rum Cocktail 12.5% 175Cl/1.75L,BACARDI RTS BAHAMA MAMA,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985486,Bacardi USA,Bacardí,750.0,mL,Bacardi Bahama Mama Gluten Free Premium Rum Cocktail 12.5% 75Cl/750Ml,BACARDI RTS BAHAMA MAMA,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480987077,Bacardi USA,Cazadores,355.0,mL,Cazadores Paloma 4Pk,CAZ RTD PALOMA,,EACH,1,5.9,,USA,"Punch, Cocktail & Premix"
00080480983550,Bacardi USA,Bacardí,1.75,L,"Bacardi Mojito Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS MOJITO,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985479,Bacardi USA,Bacardí,750.0,mL,"Bacardi Rum Punch Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 75Cl/750Ml",BACARDI RTS RUM PUNCH,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985493,Bacardi USA,Bacardí,750.0,mL,"Bacardi Zombie Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 75Cl/750Ml",BACARDI RTS ZOMBIE,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985462,Bacardi USA,Bacardí,750.0,mL,"Bacardi Mojito Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 75Cl/750Ml",BACARDI RTS MOJITO,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480986322,Bacardi USA,Bacardí,1.75,L,"Bacardi Island Punch Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 175Cl/1.75L",BACARDI RTS ISLAND PUNCH,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
00080480985509,Bacardi USA,Bacardí,750.0,mL,"Bacardi Hurricane Ready To Serve Premium Rum Cocktail, Gluten Free 12.5% 75Cl/750Ml",BACARDI RTS HURRICANE,,EACH,1,12.5,,USA,"Punch, Cocktail & Premix"
